Transaction_ID,Bills & Fees,Data & WiFi,Education,Emergency fund,Family & Friends,Going out,Groceries,Health,Loan Repayment,Miscellaneous,Rent / Mortgage,Shopping,Transport & Fuel
ID_p6oj3n0m,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_p8chm2jc,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_p9horb49,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_pc9jkl3o,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_pfxybdvn,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_pigb8yyw,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_pk48m6he,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_pkflufbp,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_pky6pa0b,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_pm36remu,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_pmchkg4f,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_pstso3qa,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_pv1va51i,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_pwdhqt0d,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_pwm0vy1j,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_q1omf5a8,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_q3ycltab,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_q59o4zis,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_q5ycbssy,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_q8ryq7lj,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_qd7dgqor,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_qfolkekt,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_qhpgkado,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_qi71zxvn,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_qjkmmqm4,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_qmxqh91v,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_qo1hukgo,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_qoj2oq21,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_qq38cadk,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_qqu4mr28,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_qvia1ufi,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_qw7naw0i,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_qy81an5q,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_r1lgtggi,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_r22mht4u,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_r3x1ttth,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_rdu55lck,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_rgai3yeo,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_rgjzy8c8,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_rgnrrv5b,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_ri6zezr8,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_rmqkvjjg,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_rp8cvcvn,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_rpukwa6k,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_rs8bnum9,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_rsi7aqtq,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_ruw3zg3l,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_rx32w85r,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_rzfq6qw4,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_s17bf9p5,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_s2u36wmd,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_s6cndib3,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_s796tw3d,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_s94mv40f,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_sa1uy9hp,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_sbcsd864,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_sdmoma60,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_sgg33ny1,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_spqicunw,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_sq1ounw8,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_sql7cdze,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_sqm7k2o3,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_srthzuvc,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_srxy6cbx,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_ssu8xc7a,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_sv9dt7a0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_svc7f8bz,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_sza70nsf,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_t020ha88,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_t17jj1ry,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_t1b2rj8j,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_t3feen5h,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_t8cib46m,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_teccz83z,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_tepr14vb,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_texgjkzv,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_tgmke5kx,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_theu43kb,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_tjihqued,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_tju8u5tl,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_tm2nsxfj,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_tpguzdfg,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_tqt6thdz,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_tqxtykds,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_tu4743r9,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_u24yokj0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_u2tnghpe,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_u3blcuma,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_ubzezfte,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_uedd9bug,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_ugq7up8w,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_uiyn0b2l,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_ukzqtxuf,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_urkqqvp5,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_uryc44wz,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_usiouenc,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_v2nf9va4,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_v83kpk5f,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_ve4iti6g,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_vfcxyhf6,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_vfh7y78z,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_vgok1p7e,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_vgugptxd,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_vi98x9it,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_viowd5w9,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_vor6tn4c,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_vp1s3z4t,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_vqayx3g2,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_vtcrenjg,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_vtdycfd1,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_vten148r,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_vu5ya5sr,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_vv1wov5z,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_vx52q7s0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_vx8ynlrb,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_vxoa778b,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_vznrei19,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_w1oozka1,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_w22qev1k,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_w99v9r1d,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_w9pafl93,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_wa3pp4j4,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_wbdsgip0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_wcblwrl3,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_whar3up2,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_whoo7ohn,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_whv437ob,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_wi4iacqy,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_wi6nh2ds,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_wpjnoecy,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_wpkpanfd,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_wtf1vhjh,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_wz92zfhd,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_x43ne9hf,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_x49pswzu,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_xcr97aiu,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_xee1a5f3,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_xf2obhxd,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_xiqsruy4,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_xjt60rgu,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_xk77dp70,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_xmtv3qil,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_xpi4zfh5,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_xs3kt2zq,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_xtolt1ju,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_xvj57ncf,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_xvjgzbjz,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_xygzrn3w,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_xz1psdrp,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_xz7r1y3i,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_y0hms2vo,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_y16me99m,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_y29p9yyp,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_y3uex7u7,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_y50rhdpt,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_y7cg0h0t,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_ye8e8a04,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_yfhdjd94,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_yiuf4ciq,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_yjfu314f,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_ys7e9dk7,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_ytxvglcg,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_yx783cz2,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_z82ek7ox,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_z9dug8w5,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_zadeqjr4,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_zaini8bb,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_zc9wpyzd,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_zctomin6,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_zd0dzfk0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_zflauo1f,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_zk5n1y26,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_zlu4bt93,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_zlz39q6l,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_zodyw6bs,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_zqi8lti6,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_zuxzumjb,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_zvnveabu,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_zvole537,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_zy4igt1w,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_zy4urqmq,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_zym0pkxl,0,0,0,0,0,0,0,0,0,0,0,0,0
ID_zz7zds1s,0,0,0,0,0,0,0,0,0,0,0,0,0
